ix	type	id	bnf_code	nm	form_route
1451	vmp	36458311000001103	0304010F0AAAEAE	Brompheniramine 12mg capsules	capsule.oral
1452	vmp	20344911000001107	0304010I0AAADAD	Cetirizine 10mg capsules	capsule.oral
1453	vmp	8794211000001105	0603010I0AAAJAJ	Fludrocortisone 50microgram capsules	capsule.oral
1454	vmp	8792411000001102	0603020F0AAAKAK	Cortisone 5mg capsules	capsule.oral
1455	vmp	24580511000001101	0603020G0AABYBY	Dexamethasone 10mg capsules	capsule.oral
1456	vmp	31141511000001103	0603020G0AACECE	Dexamethasone 400microgram capsules	capsule.oral
1457	vmp	15533611000001108	0603020J0AAA5A5	Hydrocortisone 2.5mg capsules	capsule.oral
1458	vmp	317446001	0105020A0AAACAC	Budesonide 3mg gastro-resistant capsules	capsulegastro-resistant.oral
1459	vmp	35912611000001102	0105020A0AAAAAA	Budesonide 3mg gastro-resistant modified-release capsules	capsulemodified-release.oral
1460	vmp	22192111000001109	0304010F0AAADAD	Brompheniramine 12mg modified-release capsules	capsulemodified-release.oral
1461	vmp	3391011000001103	0107020J0AAAAAA	Generic Anugesic HC cream	cream.cutaneous
1462	vmp	346990001	1304000V0AAACAC	Hydrocortisone 0.5% cream	cream.cutaneous
1463	vmp	346992009	1304000V0AAADAD	Hydrocortisone 1% cream	cream.cutaneous
1464	vmp	331661006	1304000V0AAAFAF	Hydrocortisone 2.5% cream	cream.cutaneous
1465	vmp	331720002	1304000V0AAAJAJ	Hydrocortisone 0.25% / Crotamiton 10% cream	cream.cutaneous
1466	vmp	331722005	1304000V0AAANAN	Hydrocortisone 1% / Urea 10% cream	cream.cutaneous
1467	vmp	3392611000001104	1304000V0AAAPAP	Generic Calmurid HC cream	cream.cutaneous
1468	vmp	331680008	1304000V0AAAWAW	Hydrocortisone 0.1% cream	cream.cutaneous
1469	vmp	331736000	1304000V0AACACA	Clioquinol 3% / Hydrocortisone 1% cream	cream.cutaneous
1470	vmp	3556711000001102	1304000V0AACBCB	Generic Timodine cream	cream.cutaneous
1471	vmp	4981411000001102	1304000V0AACECE	Hydrocortisone 1% / Potassium hydroxyquinoline sulfate 0.5% cream	cream.cutaneous
1472	vmp	3549911000001106	1304000V0AACFCF	Nystatin 100,000units/g / Chlorhexidine hydrochloride 1% / Hydrocortisone 0.5% cream	cream.cutaneous
1473	vmp	331743006	1304000V0AACGCG	Econazole 1% / Hydrocortisone 1% cream	cream.cutaneous
1474	vmp	331745004	1304000V0AACHCH	Hydrocortisone 1% / Miconazole 2% cream	cream.cutaneous
1475	vmp	331746003	1304000V0AACICI	Hydrocortisone 1% / Clotrimazole 1% cream	cream.cutaneous
1476	vmp	331998009	1304000W0AAAAAA	Hydrocortisone butyrate 0.1% cream	cream.cutaneous
1477	vmp	332041002	1304000X0AAAAAA	Hydrocortisone acetate 1% cream	cream.cutaneous
1478	vmp	331742001	1304000X0AACBCB	Hydrocortisone acetate 1% / Fusidic acid 2% cream	cream.cutaneous
1479	vmp	3391011000001103	0107020J0AAAAAA	Generic Anugesic HC cream	cream.rectal
1480	vmp	331995007	1304000W0AABDBD	Hydrocortisone 0.1% topical emulsion	emulsion.cutaneous
1481	vmp	331995007	1304000W0AABDBD	Hydrocortisone 0.1% topical emulsion	emulsion.scalp
1482	vmp	3550411000001106	120101050AAABAB	Generic Otomize ear spray	emulsionspray.auricular
1483	vmp	36056611000001102	0107020J0AAADAD	Hydrocortisone 1% / Pramocaine 1% foam enema	foam.cutaneous
1484	vmp	11550711000001105	0105020A0AAADAD	Budesonide 2mg foam enema	foamenema.rectal
1485	vmp	317681009	0105020B0AAAAAA	Hydrocortisone 10% foam aerosol enema	foamenema.rectal
1486	vmp	349392002	0105020D0AAACAC	Prednisolone 20mg/application foam enema	foamenema.rectal
1487	vmp	36056611000001102	0107020J0AAADAD	Hydrocortisone 1% / Pramocaine 1% foam enema	foamenema.rectal
1488	vmp	35776011000001106	0603020J0AACXCX	Hydrocortisone 500microgram granules in capsules for opening	granules.oral
1489	vmp	35775611000001109	0603020J0AACYCY	Hydrocortisone 1mg granules in capsules for opening	granules.oral
1490	vmp	35775711000001100	0603020J0AACZCZ	Hydrocortisone 2mg granules in capsules for opening	granules.oral
1491	vmp	35776111000001107	0603020J0AADADA	Hydrocortisone 5mg granules in capsules for opening	granules.oral
1492	vmp	19743911000001108	0105020A0AAAEAE	Budesonide 9mg gastro-resistant granules sachets	granulesgastro-resistant.oral
1493	vmp	375446003	1304000V0AABRBR	Hydrocortisone 1% lotion	liquid.cutaneous
1494	vmp	330449000	1104010F0AAAAAA	Clobetasone 0.1% eye drops	liquiddrops.ophthalmic
1495	vmp	9404911000001105	1104010I0AAARAR	Dexamethasone 1% eye drops preservative free	liquiddrops.ophthalmic
1496	vmp	36094811000001100	1104010I0AAAUAU	Dexamethasone 0.1% eye drops preservative free	liquiddrops.ophthalmic
1497	vmp	9407211000001108	1104010S0AAAAAA	Prednisolone sodium phosphate 0.01% eye drops	liquiddrops.ophthalmic
1498	vmp	9408211000001107	1104010S0AAAEAE	Prednisolone sodium phosphate 0.125% eye drops	liquiddrops.ophthalmic
1499	vmp	9408511000001105	1104010S0AAAFAF	Prednisolone sodium phosphate 0.25% eye drops	liquiddrops.ophthalmic
1500	vmp	16037011000001108	1104010S0AAALAL	Prednisolone sodium phosphate 0.003% eye drops	liquiddrops.ophthalmic
1501	vmp	9409011000001107	1104010S0AAARAR	Prednisolone sodium phosphate 0.5% eye drops preservative free	liquiddrops.ophthalmic
1502	vmp	9408311000001104	1104010S0AAAXAX	Prednisolone sodium phosphate 0.125% eye drops preservative free	liquiddrops.ophthalmic
1503	vmp	9407311000001100	1104010S0AAAZAZ	Prednisolone sodium phosphate 0.01% eye drops preservative free	liquiddrops.ophthalmic
1504	vmp	9407111000001102	1104010S0AABCBC	Prednisolone sodium phosphate 0.005% eye drops	liquiddrops.ophthalmic
1505	vmp	9407611000001105	1104010S0AABKBK	Prednisolone sodium phosphate 0.03% eye drops	liquiddrops.ophthalmic
1506	vmp	9408011000001102	1104010S0AABLBL	Prednisolone sodium phosphate 0.1% eye drops	liquiddrops.ophthalmic
1507	vmp	9408711000001100	1104010S0AABMBM	Prednisolone sodium phosphate 0.3% eye drops	liquiddrops.ophthalmic
1508	vmp	9407811000001109	1104010S0AABNBN	Prednisolone sodium phosphate 0.05% eye drops	liquiddrops.ophthalmic
1509	vmp	9407911000001104	1104010S0AABPBP	Prednisolone sodium phosphate 0.05% eye drops preservative free	liquiddrops.ophthalmic
1510	vmp	9409111000001108	1104010S0AABQBQ	Prednisolone sodium phosphate 1% eye drops preservative free	liquiddrops.ophthalmic
1511	vmp	9407711000001101	1104010S0AABRBR	Prednisolone sodium phosphate 0.03% eye drops preservative free	liquiddrops.ophthalmic
1512	vmp	9408111000001101	1104010S0AABSBS	Prednisolone sodium phosphate 0.1% eye drops preservative free	liquiddrops.ophthalmic
1513	vmp	9408811000001108	1104010S0AABTBT	Prednisolone sodium phosphate 0.3% eye drops preservative free	liquiddrops.ophthalmic
1514	vmp	21014411000001100	0304010D0AAAEAE	Loratadine 10mg oral lyophilisates sugar free	lyophilisate.oral
1515	vmp	11089511000001100	0304020ABAAAAAA	Timothy grass pollen allergen extract 75,000 SQ-T oral lyophilisates sugar free	lyophilisate.sublingual
1516	vmp	3555611000001101	120101050AAAAAA	Generic Sofradex ear/eye ointment	ointment.auricular
1517	vmp	3557011000001101	1201010Z0AAACAC	Generic Tri-Adcortyl Otic ointment	ointment.auricular
1518	vmp	3463811000001102	0107020F0AAAAAA	Generic Ultraproct ointment	ointment.cutaneous
1519	vmp	3391211000001108	0107020J0AAACAC	Generic Anusol HC ointment	ointment.cutaneous
1520	vmp	3335111000001108	0107020J0AAAEAE	Cinchocaine 0.5% / Hydrocortisone 0.5% ointment	ointment.cutaneous
1521	vmp	3486311000001100	0107020J0AAAGAG	Lidocaine 5% / Hydrocortisone acetate 0.275% ointment	ointment.cutaneous
1522	vmp	3335011000001107	0107020P0AAACAC	Cinchocaine 0.5% / Prednisolone 0.19% ointment	ointment.cutaneous
1523	vmp	19525311000001106	0603020ACAAAAAA	Methylprednisolone aceponate 0.1% ointment	ointment.cutaneous
1524	vmp	353223001	1304000V0AABBBB	Hydrocortisone 0.5% ointment	ointment.cutaneous
1525	vmp	347949006	1304000V0AABCBC	Hydrocortisone 1% ointment	ointment.cutaneous
1526	vmp	331695005	1304000V0AABDBD	Hydrocortisone 2.5% ointment	ointment.cutaneous
1527	vmp	331738004	1304000V0AACMCM	Oxytetracycline 3% / Hydrocortisone 1% ointment	ointment.cutaneous
1528	vmp	3701111000001101	1304000V0AACNCN	Nystatin 100,000units/g / Chlorhexidine acetate 1% / Hydrocortisone 1% ointment	ointment.cutaneous
1529	vmp	331744000	1304000V0AACSCS	Hydrocortisone 1% / Miconazole 2% ointment	ointment.cutaneous
1530	vmp	332000007	1304000W0AABABA	Hydrocortisone butyrate 0.1% ointment	ointment.cutaneous
1531	vmp	331700003	1304000X0AABABA	Hydrocortisone acetate 1% ointment	ointment.cutaneous
1532	vmp	331740009	1304000X0AACGCG	Hydrocortisone acetate 1% / Sodium fusidate 2% ointment	ointment.cutaneous
1533	vmp	330442009	1104010D0AAABAB	Betamethasone 0.1% eye ointment	ointment.ophthalmic
1534	vmp	330440001	1104010D0AAADAD	Neomycin 0.5% / Betamethasone 0.1% eye ointment	ointment.ophthalmic
1535	vmp	4389111000001100	1104010I0AAAFAF	Generic Maxitrol eye ointment	ointment.ophthalmic
1536	vmp	330475001	1104010M0AAACAC	Hydrocortisone acetate 0.5% eye ointment	ointment.ophthalmic
1537	vmp	330476000	1104010M0AAADAD	Hydrocortisone 1% eye ointment	ointment.ophthalmic
1538	vmp	330477009	1104010M0AAAEAE	Hydrocortisone 2.5% eye ointment	ointment.ophthalmic
1539	vmp	3555611000001101	120101050AAAAAA	Generic Sofradex ear/eye ointment	ointment.ophthalmic
1540	vmp	3391211000001108	0107020J0AAACAC	Generic Anusol HC ointment	ointment.rectal
1541	vmp	3335111000001108	0107020J0AAAEAE	Cinchocaine 0.5% / Hydrocortisone 0.5% ointment	ointment.rectal
1542	vmp	3335011000001107	0107020P0AAACAC	Cinchocaine 0.5% / Prednisolone 0.19% ointment	ointment.rectal
1543	vmp	28049511000001103	1203010M0AAABAB	Hydrocortisone 4mg pastilles	pastille.oromucosal
1544	vmp	320535004	0302000C0AAAFAF	Beclometasone 200microgram inhalation powder capsules	powderinhalation.inhalation
1545	vmp	35907711000001105	0302000C0AAAGAG	Beclometasone 100microgram inhalation powder blisters with device	powderinhalation.inhalation
1546	vmp	35908311000001107	0302000C0AAAHAH	Beclometasone 200microgram inhalation powder blisters with device	powderinhalation.inhalation
1547	vmp	320520000	0302000C0AAAIAI	Beclometasone 400microgram inhalation powder capsules	powderinhalation.inhalation
1548	vmp	35909011000001104	0302000C0AAAJAJ	Beclometasone 400microgram inhalation powder blisters with device	powderinhalation.inhalation
1549	vmp	35908211000001104	0302000C0AAAKAK	Beclometasone 200microgram inhalation powder blisters	powderinhalation.inhalation
1550	vmp	35907611000001101	0302000C0AAALAL	Beclometasone 100microgram inhalation powder blisters	powderinhalation.inhalation
1551	vmp	35908911000001108	0302000C0AAAQAQ	Beclometasone 400microgram inhalation powder blisters	powderinhalation.inhalation
1552	vmp	35909411000001108	0302000C0AABIBI	Beclometasone 50micrograms/dose dry powder inhaler	powderinhalation.inhalation
1553	vmp	35908011000001109	0302000C0AABJBJ	Beclometasone 100micrograms/dose dry powder inhaler	powderinhalation.inhalation
1554	vmp	35908711000001106	0302000C0AABKBK	Beclometasone 250micrograms/dose dry powder inhaler	powderinhalation.inhalation
1555	vmp	35909111000001103	0302000C0AABSBS	Beclometasone 400micrograms/dose dry powder inhaler	powderinhalation.inhalation
1556	vmp	35908411000001100	0302000C0AABUBU	Beclometasone 200micrograms/dose dry powder inhaler	powderinhalation.inhalation
1557	vmp	26148711000001101	0302000C0AABYBY	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	powderinhalation.inhalation
1558	vmp	31087511000001105	0302000C0AACACA	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	powderinhalation.inhalation
1559	vmp	35912411000001100	0302000K0AAAGAG	Budesonide 200micrograms/dose dry powder inhaler	powderinhalation.inhalation
1560	vmp	35912711000001106	0302000K0AAAHAH	Budesonide 400micrograms/dose dry powder inhaler	powderinhalation.inhalation
1561	vmp	35912111000001105	0302000K0AAAKAK	Budesonide 100micrograms/dose dry powder inhaler	powderinhalation.inhalation
1562	vmp	35912011000001109	0302000K0AAALAL	Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	powderinhalation.inhalation
1563	vmp	134498003	0302000K0AAAMAM	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	powderinhalation.inhalation
1564	vmp	4378111000001103	0302000K0AAAUAU	Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler	powderinhalation.inhalation
1565	vmp	8024611000001102	0302000K0AAAVAV	Budesonide 200micrograms/dose dry powder inhalation cartridge with device	powderinhalation.inhalation
1566	vmp	9117811000001107	0302000K0AAAWAW	Budesonide 200micrograms/dose dry powder inhalation cartridge	powderinhalation.inhalation
1567	vmp	36059911000001104	0302000N0AAAAAA	Fluticasone propionate 50microgram inhalation powder blisters with device	powderinhalation.inhalation
1568	vmp	36059311000001100	0302000N0AAACAC	Fluticasone propionate 100microgram inhalation powder blisters with device	powderinhalation.inhalation
1569	vmp	36059211000001108	0302000N0AAADAD	Fluticasone propionate 100microgram inhalation powder blisters	powderinhalation.inhalation
1570	vmp	36059411000001107	0302000N0AAAEAE	Fluticasone propionate 250microgram inhalation powder blisters with device	powderinhalation.inhalation
1571	vmp	36059511000001106	0302000N0AAAFAF	Fluticasone propionate 250microgram inhalation powder blisters	powderinhalation.inhalation
1572	vmp	36059711000001101	0302000N0AAAPAP	Fluticasone propionate 500microgram inhalation powder blisters with device	powderinhalation.inhalation
1573	vmp	320602002	0302000N0AAARAR	Fluticasone propionate 50micrograms/dose dry powder inhaler	powderinhalation.inhalation
1574	vmp	320603007	0302000N0AAASAS	Fluticasone propionate 100micrograms/dose dry powder inhaler	powderinhalation.inhalation
1575	vmp	36565411000001101	0302000N0AAATAT	Fluticasone propionate 250micrograms/dose dry powder inhaler	powderinhalation.inhalation
1576	vmp	320605000	0302000N0AAAUAU	Fluticasone propionate 500micrograms/dose dry powder inhaler	powderinhalation.inhalation
1577	vmp	320277000	0302000N0AAAXAX	Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	powderinhalation.inhalation
1578	vmp	320279002	0302000N0AAAYAY	Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	powderinhalation.inhalation
1579	vmp	320280004	0302000N0AAAZAZ	Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	powderinhalation.inhalation
1580	vmp	408026006	0302000R0AAAAAA	Mometasone 200micrograms/dose dry powder inhaler	powderinhalation.inhalation
1581	vmp	408013007	0302000R0AAACAC	Mometasone 400micrograms/dose dry powder inhaler	powderinhalation.inhalation
1582	vmp	23661311000001105	0302000V0AAAAAA	Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	powderinhalation.inhalation
1583	vmp	23661411000001103	0302000V0AAABAB	Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	powderinhalation.inhalation
1584	vmp	34955111000001103	0302000V0BCAAA0	Generic Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler	powderinhalation.inhalation
1585	vmp	34683311000001106	0301011ABBBAAA0	Generic Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler	pressurizedinhalation.inhalation
1586	vmp	35909511000001107	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler	pressurizedinhalation.inhalation
1587	vmp	320537007	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler	pressurizedinhalation.inhalation
1588	vmp	35908811000001103	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler	pressurizedinhalation.inhalation
1589	vmp	35908511000001101	0302000C0AAARAR	Beclometasone 200micrograms/dose inhaler	pressurizedinhalation.inhalation
1590	vmp	35909211000001109	0302000C0AAASAS	Beclometasone 50micrograms/dose breath actuated inhaler	pressurizedinhalation.inhalation
1591	vmp	35907811000001102	0302000C0AAATAT	Beclometasone 100micrograms/dose breath actuated inhaler	pressurizedinhalation.inhalation
1592	vmp	35908611000001102	0302000C0AAAUAU	Beclometasone 250micrograms/dose breath actuated inhaler	pressurizedinhalation.inhalation
1593	vmp	35909611000001106	0302000C0AABEBE	Beclometasone 50micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1594	vmp	35908111000001105	0302000C0AABFBF	Beclometasone 100micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1595	vmp	35909311000001101	0302000C0AABGBG	Beclometasone 50micrograms/dose breath actuated inhaler CFC free	pressurizedinhalation.inhalation
1596	vmp	35907911000001107	0302000C0AABHBH	Beclometasone 100micrograms/dose breath actuated inhaler CFC free	pressurizedinhalation.inhalation
1597	vmp	10621011000001101	0302000C0AABVBV	Beclometasone 200micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1598	vmp	10621111000001100	0302000C0AABWBW	Beclometasone 250micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1599	vmp	12911011000001100	0302000C0AABXBX	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1600	vmp	31087411000001106	0302000C0AABZBZ	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1601	vmp	35912811000001103	0302000K0AAAAAA	Budesonide 50micrograms/dose inhaler	pressurizedinhalation.inhalation
1602	vmp	35912511000001101	0302000K0AAADAD	Budesonide 200micrograms/dose inhaler	pressurizedinhalation.inhalation
1603	vmp	14959511000001107	0302000K0AAAZAZ	Budesonide 100micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1604	vmp	15374611000001106	0302000K0AABABA	Budesonide 200micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1605	vmp	32960711000001105	0302000K0AABBBB	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1606	vmp	320614005	0302000N0AABABA	Fluticasone 125micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1607	vmp	320615006	0302000N0AABCBC	Fluticasone 250micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1608	vmp	320274007	0302000N0AABEBE	Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1609	vmp	320275008	0302000N0AABFBF	Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1610	vmp	320276009	0302000N0AABGBG	Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1611	vmp	320618008	0302000N0AABHBH	Fluticasone 50micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1612	vmp	21113711000001102	0302000N0AABJBJ	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1613	vmp	21113811000001105	0302000N0AABKBK	Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1614	vmp	21113911000001100	0302000N0AABLBL	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1615	vmp	35647511000001107	0302000N0AABPBP	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	pressurizedinhalation.inhalation
1616	vmp	35647611000001106	0302000N0AABQBQ	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	pressurizedinhalation.inhalation
1617	vmp	9004511000001107	0302000U0AAAAAA	Ciclesonide 80micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1618	vmp	9004411000001108	0302000U0AAABAB	Ciclesonide 160micrograms/dose inhaler CFC free	pressurizedinhalation.inhalation
1619	vmp	36056811000001103	1304000W0AABBBB	Hydrocortisone butyrate 0.1% scalp lotion	solution.cutaneous
1620	vmp	23560011000001109	1104010I0AAATAT	Dexamethasone 0.1% eye drops 0.4ml unit dose preservative free	solution.ophthalmic
1621	vmp	3344611000001102	0304010ABAAABAB	Desloratadine 2.5mg/5ml oral solution	solution.oral
1622	vmp	16101011000001100	0304010ABAAADAD	Desloratadine 2.5mg/5ml oral solution sugar free	solution.oral
1623	vmp	11763111000001106	0304010ACAAABAB	Levocetirizine 500micrograms/ml oral solution sugar free	solution.oral
1624	vmp	36786911000001101	0304010AEAAABAB	Rupatadine 1mg/ml oral solution	solution.oral
1625	vmp	4030311000001100	0304010AGAAABAB	Ketotifen 1mg/5ml oral solution sugar free	solution.oral
1626	vmp	36459411000001102	0304010AGAAADAD	Ketotifen 500micrograms/5ml oral solution	solution.oral
1627	vmp	320824000	0304010D0AAABAB	Loratadine 5mg/5ml oral solution	solution.oral
1628	vmp	36904111000001102	0304010D0AAAFAF	Loratadine 5mg/5ml oral solution sugar free	solution.oral
1629	vmp	14013711000001102	0304010E0AAADAD	Fexofenadine 120mg/5ml oral solution	solution.oral
1630	vmp	15774211000001108	0304010E0AAAEAE	Fexofenadine 180mg/5ml oral solution	solution.oral
1631	vmp	35911911000001102	0304010F0AAAAAA	Brompheniramine 2mg/5ml oral solution	solution.oral
1632	vmp	37083011000001106	0304010G0AAABAB	Chlorphenamine 2mg/5ml oral solution	solution.oral
1633	vmp	37083111000001107	0304010G0AAAPAP	Chlorphenamine 2mg/5ml oral solution sugar free	solution.oral
1634	vmp	37082911000001103	0304010I0AAABAB	Cetirizine 1mg/ml oral solution sugar free	solution.oral
1635	vmp	36057911000001106	0304010J0AAAEAE	Hydroxyzine 10mg/5ml oral solution	solution.oral
1636	vmp	8560111000001106	0304010J0AAAFAF	Hydroxyzine 5mg/5ml oral solution	solution.oral
1637	vmp	12635911000001108	0304010J0AAAGAG	Hydroxyzine 20mg/5ml oral solution	solution.oral
1638	vmp	12636011000001100	0304010J0AAAHAH	Hydroxyzine 25mg/5ml oral solution	solution.oral
1639	vmp	12635811000001103	0304010J0AAAIAI	Hydroxyzine 2.5mg/5ml oral solution	solution.oral
1640	vmp	8451511000001105	0304010K0AAADAD	Cyproheptadine 2mg/5ml oral solution	solution.oral
1641	vmp	8451711000001100	0304010K0AAAFAF	Cyproheptadine 4mg/5ml oral solution	solution.oral
1642	vmp	36069711000001107	0304010N0AAAKAK	Diphenhydramine 10mg/5ml oral solution	solution.oral
1643	vmp	320777001	0304010W0AAAPAP	Promethazine 5mg/5ml oral solution sugar free	solution.oral
1644	vmp	13149011000001102	0304010W0AAAQAQ	Promethazine 25mg/5ml oral solution	solution.oral
1645	vmp	35897011000001101	0304010Y0AAABAB	Alimemazine 7.5mg/5ml oral solution	solution.oral
1646	vmp	35896911000001100	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution	solution.oral
1647	vmp	11656311000001100	0304010Y0AAAVAV	Alimemazine 5mg/5ml oral solution	solution.oral
1648	vmp	325344004	0603020C0AAABAB	Betamethasone 500microgram soluble tablets sugar free	solution.oral
1649	vmp	8452411000001101	0603020G0AAA5A5	Dexamethasone 5mg/5ml oral solution	solution.oral
1650	vmp	11716011000001103	0603020G0AAA6A6	Dexamethasone 2mg/5ml oral solution	solution.oral
1651	vmp	325365005	0603020G0AAA7A7	Dexamethasone 500micrograms/5ml oral solution	solution.oral
1652	vmp	11612111000001109	0603020G0AABHBH	Dexamethasone 10mg/5ml oral solution	solution.oral
1653	vmp	8429111000001103	0603020G0AABJBJ	Dexamethasone 1mg/5ml oral solution	solution.oral
1654	vmp	8452111000001106	0603020G0AABQBQ	Dexamethasone 2.5mg/5ml oral solution	solution.oral
1655	vmp	11714711000001105	0603020G0AABUBU	Dexamethasone 1.5mg/5ml oral solution	solution.oral
1656	vmp	11715611000001100	0603020G0AABVBV	Dexamethasone 20mg/5ml oral solution	solution.oral
1657	vmp	37084211000001103	0603020G0AABXBX	Dexamethasone 2mg/5ml oral solution sugar free	solution.oral
1658	vmp	24350911000001102	0603020G0AABZBZ	Dexamethasone 10mg/5ml oral solution sugar free	solution.oral
1659	vmp	28881311000001104	0603020G0AACDCD	Dexamethasone 20mg/5ml oral solution sugar free	solution.oral
1660	vmp	32071811000001109	0603020G0AACFCF	Dexamethasone 2mg soluble tablets sugar free	solution.oral
1661	vmp	32072011000001106	0603020G0AACGCG	Dexamethasone 8mg soluble tablets sugar free	solution.oral
1662	vmp	32071911000001104	0603020G0AACHCH	Dexamethasone 4mg soluble tablets sugar free	solution.oral
1663	vmp	28422811000001103	0603020J0AAAJAJ	Hydrocortisone 5mg/5ml oral solution	solution.oral
1664	vmp	36595311000001105	0603020J0AADBDB	Hydrocortisone 10mg soluble tablets sugar free	solution.oral
1665	vmp	416533002	0603020T0AAAYAY	Prednisolone 15mg/5ml oral solution	solution.oral
1666	vmp	13133111000001100	0603020T0AAAZAZ	Prednisolone 5mg/5ml oral solution	solution.oral
1667	vmp	429995001	0603020T0AABCBC	Prednisolone 10mg/5ml oral solution	solution.oral
1668	vmp	13078911000001100	0603020T0AABFBF	Prednisolone 1mg/5ml oral solution	solution.oral
1669	vmp	13079311000001107	0603020T0AABGBG	Prednisolone 20mg/5ml oral solution	solution.oral
1670	vmp	13079111000001105	0603020T0AABIBI	Prednisolone 2.5mg/5ml oral solution	solution.oral
1671	vmp	29424511000001109	0603020T0AABLBL	Prednisolone 5mg/5ml oral solution unit dose	solution.oral
1672	vmp	29904211000001102	0603020T0AABMBM	Prednisolone 10mg/ml oral solution sugar free	solution.oral
1673	vmp	354027002	1104010D0AAAGAG	Betamethasone 0.1% ear/eye/nose drops	solutiondrops.auricular
1674	vmp	354028007	1104010S0AABBBB	Prednisolone sodium phosphate 0.5% ear/eye drops	solutiondrops.auricular
1675	vmp	8982211000001109	1104010S0AABHBH	Prednisolone sodium phosphate 0.1% ear drops	solutiondrops.auricular
1676	vmp	8982311000001101	1104010S0AABIBI	Prednisolone sodium phosphate 0.3% ear drops	solutiondrops.auricular
1677	vmp	30780311000001108	1201010AEAAAAAA	Ciprofloxacin 0.3% / Dexamethasone 0.1% ear drops	solutiondrops.auricular
1678	vmp	330953008	1201010E0AAABAB	Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops	solutiondrops.auricular
1679	vmp	330920003	1201010F0AAAAAA	Flumetasone 0.02% / Clioquinol 1% ear drops	solutiondrops.auricular
1680	vmp	330952003	1201010G0AAAAAA	Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops	solutiondrops.auricular
1681	vmp	330936001	1201010G0AAACAC	Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops	solutiondrops.auricular
1682	vmp	330950006	1201010U0AAAAAA	Prednisolone 0.5% / Neomycin 0.5% ear/eye drops	solutiondrops.auricular
1683	vmp	354027002	1104010D0AAAGAG	Betamethasone 0.1% ear/eye/nose drops	solutiondrops.nasal
1684	vmp	330953008	1201010E0AAABAB	Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops	solutiondrops.nasal
1685	vmp	354027002	1104010D0AAAGAG	Betamethasone 0.1% ear/eye/nose drops	solutiondrops.ophthalmic
1686	vmp	3546611000001108	1104010I0AAAEAE	Generic Maxitrol eye drops	solutiondrops.ophthalmic
