month,name,practice,items
2020-08-01,HAREWOOD SURGERY,F81606,4
2021-02-01,LONG FURLONG MEDICAL CENTRE,K84079,4
2021-02-01,THE OAKS FAMILY PRACTICE,P82021,4
2021-05-01,WERRINGTON VILLAGE SURGERY,M83011,4
2021-05-01,GUIDEPOST MEDICAL GROUP,A84020,4
2021-05-01,BROWNLOW HEALTH @ PRINCES PARK,N82076,4
2020-07-01,KING STREET SURGERY,E81038,4
2020-07-01,MANOR HOUSE SURGERY,C81081,4
2020-10-01,COMBERTON SURGERY,D81035,4
2021-04-01,GREAT HARWOOD MEDICAL GROUP,P81730,4
2021-04-01,LORDSWOOD HOUSE GROUP MEDICAL PRACTICE,M85028,4
2021-04-01,WELLINGTON MEDICAL PRACTICE,M82039,4
2021-04-01,THE SURGERY,C82045,4
2021-01-01,"PRESTON GROVE MEDICAL CENTRE, YEOVIL",L85015,4
2020-09-01,THE NEW HALL LANE PRACTICE,P81071,4
2020-09-01,MILL STREET MEDICAL CTR.,N83012,4
2020-12-01,BRINNINGTON SURGERY,P88043,4
2020-12-01,OUNDLE,K83023,4
2020-12-01,WINDRUSH SURGERY,K84024,4
2020-12-01,THE MANOR PRACTICE,M85033,4
2020-12-01,LOUGHTON HEALTH CENTRE,F81048,4
2021-05-01,TENNANT STREET MEDICAL PRACTICE,A81006,4
2021-05-01,WATERSIDE MEDICAL CENTRE,M84032,4
2021-05-01,BLACKBURN RD.MEDICAL CTR.,B85025,4
2021-01-01,LONGFORD PRIMARY CARE CENTRE,M86002,4
2021-01-01,ROYAL PRIMARY CARE EAST,Y04995,4
2020-08-01,DR KHAN & PARTNERS,F81001,4
2020-08-01,NEWPORT MEDICAL GROUP,M85164,4
2020-08-01,LISSON GROVE MEDICAL CTR.,L83147,4
2020-08-01,MID DOWNS MEDICAL PRACTICE,G81007,4
2020-08-01,WILLINGTON SURGERY,C81057,4
2020-08-01,WOOTTON MEDICAL CENTRE,K83055,4
2021-02-01,TONGE FOLD HEALTH CENTRE,P82011,4
2021-02-01,ST PETER'S STREET MEDICAL PRACTICE,F83032,4
2021-02-01,FROME VALLEY MEDICAL CENTRE,L81014,4
2021-01-01,HILLFIELDS HEALTH CENTRE - 1,M86005,4
2021-03-01,BLAKEWATER HEALTHCARE,P81704,4
2021-03-01,MOSELEY AVENUE SURGERY,M86018,4
2021-03-01,HINGHAM SURGERY,D82085,4
2021-03-01,OUNDLE,K83023,4
2021-03-01,RIDGEWAY VIEW FAMILY PRACTICE,J83009,4
2021-03-01,COCKFOSTERS MEDICAL CTRE,F85016,4
2021-03-01,SUNNYBANK MEDICAL CENTRE,B83009,4
2021-03-01,SWINGBRIDGE SURGERY,C83008,4
2021-03-01,NORTHGATE MEDICAL PRACTICE,G82060,4
2020-11-01,BROCKLEBANK GROUP PRACTICE,H85048,4
2020-11-01,TEMPLE FORTUNE MEDICAL GROUP,E83622,4
2020-11-01,NIDDERDALE GROUP PRACTICE,B82004,4
2020-10-01,BENFIELD PARK MEDICAL GROUP,A86023,4
2020-10-01,NORTHAM SURGERY,L83050,4
2020-12-01,HOPWOOD MEDICAL CENTRE,P86023,4
2020-07-01,ACKLAM MEDICAL CENTRE,A81004,4
2020-07-01,LEYLANDS LANE MEDICAL PRACTICE,B83038,4
2020-07-01,WOODLANDS PARK HEALTH CTR,A87017,4
2021-04-01,VICTORIA ROAD SURGERY,D83016,4
2021-04-01,SHAWBIRCH MEDICAL CENTRE,M82059,4
2021-04-01,LILLIPUT SURGERY,J81054,4
2020-11-01,THE GRANGE MEDICAL CENTRE,B87026,4
2020-11-01,STROUD VALLEYS FAMILY PRACTICE,L84077,4
2020-08-01,WHETSTONE LANE MED CTR,N85019,4
2021-05-01,BRINSWORTH MEDICAL CENTRE,C87009,4
2021-05-01,MILLGATE HEALTHCARE PARTNERSHIP,P89015,4
2020-07-01,DURNFORD MEDICAL CENTRE,P86019,4
2020-12-01,FARNHAM ROAD PRACTICE,K81075,4
2021-04-01,EAST BARNET HEALTH CENTRE,E83613,4
2021-01-01,THE MEDICAL CENTRE,B86062,4
2021-04-01,DELAMERE MEDICAL PRACTICE,P91018,4
2020-09-01,ODDFELLOWS HALL & ST CLEMENTS,Y00999,4
2020-09-01,HIGH STREET SURGERY,E82133,4
2020-09-01,QUAYSIDE MEDICAL PRACTICE,G81016,4
2020-12-01,EDLESBOROUGH SURGERY,K82079,4
2021-05-01,WILLIAM HARVEY SURGERY,F81065,4
2021-05-01,PARK SURGERY,H82017,4
2021-05-01,ELGAR HOUSE,M81002,4
2021-05-01,KINGSFIELD MEDICAL CENTRE,M85037,4
2021-02-01,PARK VIEW SURGERY,P81046,4
2021-02-01,STOCKWELL LODGE MED.CTR.,E82115,4
2021-02-01,FORDBRIDGE MEDICAL CENTRE,H81057,4
2021-01-01,CASTLEFORD MEDICAL PRACTICE,B87025,4
2021-01-01,SMITH (RICHMOND LOCK),H84060,4
2021-01-01,FAIRHILL MEDICAL PRACTICE,H84020,4
2021-01-01,DR SN CLAY AND PARTNERS,M85065,4
2020-08-01,MEDLOCK VALE MEDICAL PRACTICE,P89010,4
2020-08-01,BROOMFIELD PARK MED.CTR.,M86029,4
2020-08-01,BOSWORTH MEDICAL CENTRE,M89008,4
2020-08-01,WATERS EDGE MEDICAL CENTRE,N81642,4
2020-08-01,BARNARD CASTLE SURGERY,A83046,4
2020-08-01,AINTREE PARK GROUP PRACTICE,N82053,4
2020-08-01,FURNACE GREEN SURGERY,H82053,4
2020-08-01,THE LAW MEDICAL GROUP PRACTICE,E84006,4
2020-08-01,STRAND MEDICAL GROUP,H82011,4
2020-08-01,EMPINGHAM MEDICAL CENTRE,C82044,4
2020-08-01,CHIPPING SURGERY,L84051,4
2020-08-01,BEECH HOUSE SURGERY,B82069,4
2021-02-01,THE ERIC MOORE PARTNERSHIP,N81628,4
2021-01-01,CHURCH STRETTON MEDICAL CENTRE,M82008,4
2021-03-01,BEACON PRIMARY CARE,P81112,4
2021-03-01,ST PAUL'S SURGERY,J82050,4
2021-03-01,CORNERWAYS MEDICAL CENTRE,J82150,4
2021-03-01,TRENTSIDE MEDICAL GROUP,C84010,4
2021-03-01,THE WEARDALE PRACTICE,A83035,4
2021-03-01,VALENTINE MEDICAL CENTRE,P84019,4
2021-03-01,HEADY HILL SURGERY,P86602,4
2021-03-01,HARCOURT MEDICAL CENTRE,J83003,4
2021-03-01,PINFOLD MEDICAL,M91650,4
2021-03-01,COLLEGE WAY SURGERY,L85021,4
2021-03-01,BRUNEL MEDICAL PRACTICE,L83013,4
2020-11-01,BROOMFIELD PARK MED.CTR.,M86029,4
2020-11-01,MARTONSIDE MEDICAL CENTRE,A81020,4
2020-11-01,MERCHISTON SURGERY,J83001,4
2020-11-01,ST STEPHENS GATE MEDICAL PARTNERSHIP,D82008,4
2020-10-01,WELLINGTON MEDICAL PRACTICE,M82039,4
2020-10-01,HAZELDENE MEDICAL CENTRE,P84067,4
2020-10-01,PARKLANDS SURGERY,H82049,4
2020-10-01,NORTHLANDS WOOD SURGERY,H82100,4
2020-12-01,DR SINHA & TAHIR,M92013,4
2020-12-01,BOULTHAM PARK MEDICAL PRACTICE,C83014,4
2020-07-01,FITZALAN MEDICAL GROUP,H82066,4
2020-07-01,MERE LANE GROUP PRACTICE,N82099,4
2020-07-01,LAUREL BANK SURGERY,N81038,4
2021-04-01,SWAN SURGERY,D83610,4
2020-10-01,CHARMOUTH MEDICAL PRACTICE,J81628,4
2020-10-01,PARK MEDICAL CENTRE,N81046,4
2020-10-01,DANETRE MEDICAL PRACTICE,K83015,4
2020-11-01,UNDERCLIFFE SURGERY,B85012,4
2020-11-01,SCAWSBY HEALTH CENTRE PRACTICE,C86032,4
2020-11-01,MOUNT AVENUE SURGERY,F81055,4
2020-11-01,PEASE WAY MEDICAL CENTRE,A83074,4
2020-11-01,WOOD LANE SURGERY,F82028,4
2021-05-01,WICKHAM SURGERY,J82034,4
2020-07-01,THE COATHAM ROAD SURGERY,A81045,4
2020-07-01,WELTON FAMILY HEALTH CENTRE,C83037,4
2020-07-01,UNITY HEALTH,K82047,4
2020-07-01,WESTBURY GROUP PRACTICE,J83040,4
2020-12-01,CENTRAL MILTON KEYNES MEDICAL CENTRE,K82065,4
2021-03-01,DR CHIN AND PARTNERS,B84008,4
2021-01-01,JAMES ALEXANDER FAMILY PRACTICE,B81112,4
2020-09-01,WATLING STREET SURGERY,N81055,4
2020-09-01,HALL GREEN HEALTH,Y00159,4
2020-09-01,KNEBWORTH & MARYMEAD PRACTICE,E82035,4
2020-09-01,BRERETON SURGERY,M83703,4
2020-09-01,RIVERBANK MEDICAL CENTRE,H82032,4
2020-12-01,THE MULLION & CONSTANTINE GROUP PRACTICE,L82056,4
2020-12-01,UPWELL HEALTH CENTRE,D82035,4
2020-12-01,THE PINN MEDICAL CENTRE,E84024,4
2020-12-01,JAI MEDICAL CENTRE (BRENT),E84020,4
2020-12-01,THE HORSLEY MEDICAL PRACTICE,H81084,4
2021-05-01,ALVASTON MEDICAL CENTRE,C81047,4
2021-05-01,THE WAPPING GROUP PRACTICE,F84079,4
2021-05-01,HONLEY SURGERY,B85022,4
2021-05-01,LYME BAY MEDICAL PRACTICE,J81647,4
2021-05-01,TRAMWAYS MEDICAL CENTRE (O'CONNELL),C88018,4
2021-02-01,THE PRINCE OF WALES SURGERY,J81637,4
2021-01-01,OLD MILL SURGERY,M84051,4
2021-01-01,THE ARMADA FAMILY PRACTICE,L81031,4
2020-08-01,KINGSTON MEDICAL GROUP,B81017,4
2020-08-01,ASHCROFT SURGERY,B83062,4
2020-08-01,SHERBOURNE MEDICAL CENTRE,M84040,4
2020-08-01,TOWNHEAD SURGERY,B82007,4
2020-08-01,CULVERHAY SURGERY,L84027,4
2021-01-01,RAMSBOTTOM MEDICAL PRACTICE,P83006,4
2021-01-01,PINFOLD MEDICAL,M91650,4
2021-01-01,MARTONSIDE MEDICAL CENTRE,A81020,4
2021-01-01,WOODBRIDGE HILL SURGERY,H81090,4
2021-03-01,HAXBY GROUP CALVERT & NEWINGTON,B81675,4
2021-03-01,DEVANEY MED CTR,N85015,4
2021-03-01,ZETLAND MEDICAL PRACTICE,A81048,4
2021-03-01,KILDONAN HOUSE,P82003,4
2021-03-01,DUKINFIELD MEDICAL PRACTICE,P89021,4
2021-03-01,MANN COTTAGE SURGERY,L84068,4
2020-11-01,SOUTHMEAD SURGERY,K82045,4
2020-11-01,IVY COURT SURGERY,G82114,4
2020-10-01,FALMOUTH HEALTH CENTRE,L82049,4
2020-12-01,UPWELL STREET SURGERY,C88027,4
2020-12-01,BRIDGE VIEW MEDICAL GROUP,A89019,4
2020-07-01,MUCH HADHAM HEALTH CENTRE,E82021,4
2020-07-01,ST VINCENT MEDICAL CENTRE,C86029,4
2020-07-01,TRAMWAYS AND MIDDLEWOOD MEDICAL CENTRES,C88043,4
2021-04-01,BRIDGE ROAD SURGERY,D83011,4
2021-04-01,KNOWLE GREEN MEDICAL,H81002,4
2020-11-01,LITTLEDOWN SURGERY,J81067,4
2020-11-01,E HARLING & KENNINGHALL MEDICAL PRACTICE,D82042,4
2021-05-01,REDFERN HEALTH CENTRE,L83088,4
2021-05-01,ELLERGREEN MEDICAL CENTRE,N82018,4
2021-05-01,TULASI MEDICAL CENTRE,F82660,4
2021-05-01,THE PADDOCK SURGERY,B85038,4
2020-09-01,BIDDLESTONE HEALTH GROUP,A86010,4
2020-10-01,RUSTLINGS ROAD MEDICAL CENTRE,C88062,4
2021-04-01,WINDRUSH SURGERY,K84024,4
2021-04-01,WHITBY HEALTH PARTNERSHIP,N81093,4
2021-04-01,GRAFTON MEDICAL PARTNERS,Y02423,4
2021-01-01,CHURCH STREET PARTNERSHIP,E82067,4
2021-01-01,FERNVILLE SURGERY,E82022,4
2020-09-01,SOTHALL & BEIGHTON HEALTH CENTRES,C88023,4
2020-09-01,WESSEX ROAD SURGERY,J81048,4
2020-09-01,ALBANY SURGERY,L83034,4
2020-09-01,WESTERHOPE MEDICAL GROUP,A86025,4
2020-09-01,DR ROBINSON & PARTNERS,M83084,4
2020-09-01,ANFIELD GROUP PRACTICE,N82103,4
2020-12-01,MARPLE MEDICAL PRACTICE,P88021,4
2020-12-01,THE LAURELS SURGERY,F81149,4
2020-12-01,DR JJ MCPEAKES PRACTICE,B86028,4
2020-12-01,HOLLY TREE SURGERY,H81110,4
2020-12-01,TOWER HOUSE PRACTICE,N81057,4
2021-02-01,RIVERPORT MEDICAL PRACTICE,D81606,4
2021-02-01,ROWLANDS GILL MEDICAL CENTRE,A85003,4
2021-02-01,JOLLY MEDICAL CENTRE,P84684,4
2021-02-01,GREENSIDE MEDICAL PRACTICE,H83631,4
2021-01-01,RED ROOFS SURGERY,M84001,4
2021-01-01,WALKER MEDICAL GROUP,A86011,4
2021-01-01,LYNDHURST ROAD MEDICAL CENTRE,G83049,4
2021-01-01,CENTRAL SURGERY,H84030,4
2020-08-01,BENNFIELD SURGERY,M84067,4
2020-08-01,ALLPORT MEDICAL CENTRE,N85003,4
2020-08-01,GRASMERE SURGERY,P92607,4
2020-08-01,THE ARMADA FAMILY PRACTICE,L81031,4
2020-08-01,WITTON STREET SURGERY,N81061,4
2020-08-01,APPLETREE MEDICAL PRACTICE,C81048,4
2021-02-01,THE CORNER SURGERY (DR MULLA),N84613,4
2021-02-01,BARNOLDSWICK MED CTR,P81078,4
2021-02-01,THE CEDARS SURGERY,K81036,4
2021-02-01,MARKFIELD MEDICAL CENTRE,C82028,4
2021-01-01,PATHFIELDS MEDICAL GROUP,L83008,4
2021-03-01,RUNNYMEDE MEDICAL PRACTICE,H81047,4
2021-03-01,LONDON ROAD HEALTH CENTRE,E81019,4
2021-03-01,LONGFIELD MEDICAL CENTRE,F81022,4
2021-03-01,NAVENBY CLIFF VILLAGES SURGERY,C83002,4
2020-11-01,HUNMANBY SURGERY,B82628,4
2020-11-01,WICKHAMBROOK SURGERY,D83003,4
2020-11-01,SCARTHO MEDICAL CENTRE,B81030,4
2020-10-01,THE ORCHARD MED PRACTICE,C82093,4
2020-12-01,LONGRIGG MEDICAL CENTRE,A85004,4
2020-12-01,NORTH HOUSE SURGERY,A83020,4
2020-07-01,THE EUXTON MEDICAL CENTRE,P81171,4
2020-07-01,DR ROBINSON & PARTNERS,M83084,4
2020-07-01,MANSION HOUSE SURGERY,A82075,4
2020-07-01,YORK MEDICAL PRACTICE,H84012,4
2021-04-01,BELLINGHAM PRACTICE,A84027,4
2021-04-01,KING EDWARD ROAD SURGERY,K83012,4
2021-04-01,AMHERST MEDICAL PRACTICE,G82013,4
2020-10-01,THE LONG MELFORD PRACTICE,D83014,4
2020-11-01,THE HOLLIES FAMILY SURGERY,N84618,4
2020-11-01,SILVERDALE MEDICAL CENTRE,M83034,4
2020-11-01,CENTRAL SURGERY,E82100,4
2020-11-01,LITCHDON MEDICAL CENTRE,L83035,4
2020-11-01,HARSTON SURGERY,D81058,4
2021-05-01,RIVERSIDE SURGERY,B81109,4
2021-05-01,NEWSOME SURGERY,B85037,4
2021-05-01,FERNBANK SURGERY,P81157,4
2021-05-01,DR SEABROOK,P92030,4
2021-05-01,LEVEN & BEEFORD MEDICAL PRACTICE,B81034,4
2020-07-01,AVISFORD MEDICAL GROUP,H82048,4
2020-07-01,3W HEALTH,K82070,4
2021-05-01,EAST CROYDON MEDICAL CENTRE,H83044,4
2021-05-01,FAIRFIELD PMS,G83044,4
2021-01-01,THE PEEL MEDICAL PRACTICE,M83148,4
2020-09-01,LIME GROVE MEDICAL CENTRE,C81101,4
2020-09-01,WALLINGTON FAMILY PRACTICE,H85653,4
2020-09-01,TOWER HOUSE PRACTICE,N81057,4
2020-09-01,BISHOPS CLOSE MEDICAL PRACTICE,A83052,4
2020-09-01,ROYSIA SURGERY,E82132,4
2020-12-01,PADGATE MEDICAL CENTRE,N81109,4
2020-12-01,THE DAWES FAMILY PRACTICE,P86026,4
2020-12-01,CARTERKNOWLE & DORE MEDICAL PRACTICE,C88016,4
2020-12-01,THE ANDOVER HEALTH CENTRE MEDICAL PRACT,J82017,4
2020-12-01,"HEALTH CARE COMPLEX, KIRKBY",C84629,4
2020-12-01,BELMONT SURGERY,G81030,4
2021-05-01,THORNTON MEDICAL CENTRE,B86060,4
2021-05-01,RICHMOND MEDICAL CENTRE,C83025,4
2021-05-01,JAMES ALEXANDER FAMILY PRACTICE,B81112,4
2021-05-01,ALEXANDRA MEDICAL CENTRE,M87623,4
2021-05-01,SHARROW LANE MEDICAL CENTRE,C88060,4
2021-05-01,HUNGERFORD MEDICAL CENTRE,N81044,4
2021-02-01,THE WATERFIELD PRACTICE,K81001,4
2021-02-01,LEYLANDS LANE MEDICAL PRACTICE,B83038,4
2021-02-01,THE LIGHTHOUSE MEDICAL PRACTICE,G81003,4
2021-02-01,ILEX VIEW MEDICAL PRACTICE,P81118,4
2021-01-01,RUSTLINGS ROAD MEDICAL CENTRE,C88062,4
2021-01-01,WORTHING MEDICAL GROUP,H82045,4
2020-08-01,"HOUGHTON MEDICAL GROUP,",A89023,4
2020-08-01,CLINTON ROAD SURGERY,L82024,4
2020-08-01,CASTLETON HEALTH CENTRE,P86009,4
2020-08-01,QUINTON PARK MEDICAL CENTRE,M86037,4
2020-08-01,VISTA ROAD SURGERY,N83005,4
2020-08-01,MINCHINHAMPTON SURGERY,L84005,4
2020-08-01,QUEENS BOWER SURGERY,C84135,4
2021-02-01,BARTON,M83065,4
2021-02-01,NORTHIAM SURGERY,G81087,4
2021-01-01,BRIDGNORTH MEDICAL PRACTICE,M82004,4
2021-01-01,PARK EDGE PRACTICE,B86093,4
2021-03-01,PONTELAND MEDICAL GROUP,A84007,4
2021-03-01,ST VINCENT MEDICAL CENTRE,C86029,4
2021-03-01,CHARING SURGERY,G82094,4
2020-11-01,WESTLANDS MEDICAL CENTRE,J82161,4
2020-11-01,TEAN SURGERY,M83121,4
2020-11-01,KINGSBRIDGE MEDICAL CENTRE,M83141,4
2020-10-01,BRIDGE STREET MEDICAL CENTRE,D81037,4
2020-12-01,MONTPELIER HEALTH CENTRE,L81012,4
2020-07-01,FAKENHAM MEDICAL PRACTICE,D82054,4
2020-07-01,JUBILEE PARK MEDICAL PARTNERSHIP,C84613,4
2020-07-01,BARCROFT MEDICAL CENTRE,J83005,4
2020-07-01,HAZELDENE MEDICAL CENTRE,P84067,4
2020-07-01,OLD MILL SURGERY,M84051,4
2020-07-01,BILBOROUGH MEDICAL CENTRE,Y06356,4
2021-04-01,ST HELIERS MEDICAL PRACTICE,M85030,4
2021-04-01,BURTON CROFT SURGERY,B86030,4
2021-04-01,CATTERICK VILLAGE SURGERY,B82023,4
2021-04-01,SORREL BANK MEDICAL PRACTICE,P87040,4
2020-10-01,SHEEPCOT MEDICAL CENTRE,E82096,4
2020-11-01,SUNBURY GROUP PRACTICE,H81003,4
2020-08-01,THE ENTERPRISE PRACTICE,E84713,4
2020-08-01,THE SCOTT PRACTICE,C86019,4
2021-05-01,WENLOCK ROAD SURGERY,A88005,4
2021-05-01,COMBERTON SURGERY,D81035,4
2020-07-01,AINTREE PARK GROUP PRACTICE,N82053,4
2020-07-01,MAYFIELD MEDICAL CENTRE,L83014,4
2020-07-01,HANSCOMBE HOUSE SURGERY,E82007,4
2020-10-01,THE SANDHURST GROUP PRACTICE,K81006,4
2021-04-01,GORDON HOUSE SURGERY,E85026,4
2021-04-01,REDLAM SURGERY,P81061,4
2021-04-01,QUEENSTREE PRACTICE,A81014,4
2021-03-01,FAIRMORE MEDICAL PRACTICE,Y02606,4
2021-01-01,DEEPCAR MEDICAL CENTRE,C88074,4
2021-01-01,DR CHIN AND PARTNERS,B84008,4
2021-01-01,ST. JAMES SURGERY,F81052,4
2020-09-01,RICHMOND SURGERY,J82099,4
2020-09-01,ZETLAND MEDICAL PRACTICE,A81048,4
2020-12-01,168 MEDICAL GROUP,L81051,4
2020-12-01,WOODCOTE MEDICAL,H83024,4
2020-12-01,MILL STREET MEDICAL CTR.,N83012,4
2021-05-01,FURNACE GREEN SURGERY,H82053,4
2021-05-01,WARLEY MEDICAL CENTRE,M88003,4
2021-05-01,MILLFIELD SURGERY,B82002,4
2021-02-01,OAKWOOD SURGERY,B86654,4
2021-02-01,STATION ROAD SURGERY,B84001,4
2021-02-01,PATIENCE LANE SURGERY,B87602,4
2021-02-01,CHARING SURGERY,G82094,4
2021-01-01,KENNET AND AVON MEDICAL PARTNERSHIP,J83037,4
2021-01-01,THE LIGHTHOUSE MEDICAL PRACTICE,G81003,4
2020-08-01,EDGWORTH MEDICAL CENTRE,P82034,4
2020-08-01,EDLESBOROUGH SURGERY,K82079,4
2020-08-01,KING STREET SURGERY,E81038,4
2021-03-01,BECCLES MEDICAL CENTRE,D83009,4
2021-03-01,BRIDGE COTTAGE SURGERY,E82019,4
2021-03-01,NESTON SURGERY,N81060,4
2020-11-01,MANSTON SURGERY,B86009,4
2020-10-01,PARK ROAD GROUP PRACTICE,H81069,4
2020-10-01,STOCKWELL LODGE MED.CTR.,E82115,4
2020-10-01,EASTBURY SURGERY,E86028,4
2020-10-01,NAVENBY CLIFF VILLAGES SURGERY,C83002,4
2020-10-01,BARROWFORD SURGERY,P81757,4
2020-12-01,VICTORIA AND MAPPERLEY PRACTICE,C84085,4
2020-07-01,ROMAN ROAD HEALTH CENTRE,P81709,4
2020-07-01,ROTHER HOUSE MEDICAL CENTRE,M84021,4
2021-04-01,BURNLEY GROUP PRACTICE,P81020,4
2021-04-01,LODDON VALE PRACTICE,K81069,4
2021-04-01,DEMONTFORT MEDICAL CENTRE,M81627,4
2021-04-01,NORTHGATE VILLAGE SURGERY,N81121,4
2020-10-01,WILLOW GREEN SURGERY,H82059,4
2020-11-01,GUIDEPOST MEDICAL GROUP,A84020,4
2020-08-01,PHOENIX HEALTH GROUP,L84012,4
2020-08-01,RIVERSIDE SURGERY,M81004,4
2020-07-01,SWAN SURGERY,D83610,4
2020-07-01,SYCAMORE HOUSE MEDICAL CENTRE,M91020,4
2020-07-01,LINCOLN HOUSE SURGERY,E82009,4
2020-10-01,STATION HOUSE SURGERY,A82027,4
2021-04-01,THE HEALTH CENTRE PRACTICE,E82072,4
2021-03-01,ALLERTON MEDICAL CENTRE,B86039,4
2021-04-01,LAWRENCE HOUSE SURGERY,F85007,4
2020-09-01,EXCEL PRIMARY CARE,P81208,4
2020-09-01,THE VILLAGE SURGERIES CROSTON&ECCLESTON,P81655,4
2020-09-01,LISSON GROVE MEDICAL CTR.,L83147,4
2020-09-01,CORNERWAYS SURGERY,H82076,4
2020-09-01,LANGLEY HOUSE SURGERY,H82013,4
2020-09-01,THORNLEY STREET SURGERY,M92028,4
2020-12-01,BENTHAM MEDICAL PRACTICE,B82061,4
2020-12-01,HOYLAND MEDICAL PRACTICE,C85022,4
2020-12-01,SKY BLUE MEDICAL GROUP,M86003,4
2020-12-01,BLACKDOWN PRACTICE,L83044,4
2020-12-01,CAMBRIDGE MEDICAL GROUP,A81051,4
2021-05-01,SANDY LANE SURGERY,P81076,4
2021-05-01,DUKINFIELD MEDICAL PRACTICE,P89021,4
2021-05-01,SPRINGBANK SURGERY,B82057,4
2021-05-01,CHURCH STREET PRACTICE,H81073,4
2021-02-01,FINCHAMPSTEAD PRACTICE,K81025,4
2021-02-01,RAINFORD HEALTH CENTRE,N83041,4
2021-01-01,OAKHAM MEDICAL PRACTICE,C82010,4
2021-01-01,THE WEAVER VALE SURGERY,N81127,4
2021-01-01,BRAMLEY VILLAGE HEALTH & WELLBEING CTR,B86104,4
2020-08-01,PARKSIDE SURGERY,P81047,4
2020-08-01,SLAG LANE MC,P92648,4
2020-08-01,LANGSTONE WAY SURGERY,E83049,4
2020-08-01,FAIRFIELDS PRACTICE,C84105,4
2021-02-01,NORTH HOUSE SURGERY,A83020,4
2021-02-01,HAREHILLS CORNER SURGERY,B86061,4
2021-01-01,STAR LANE MEDICAL CENTRE,F84017,4
2021-01-01,KIRTON MEDICAL CENTRE,C83057,4
2021-03-01,ELLIOTT STREET SURGERY,P92028,4
2021-03-01,SHAY LANE MEDICAL CENTRE (PATEL),P91011,4
2021-03-01,BIDDULPH VALLEY SURGERY,M83046,4
2021-03-01,WYCHALL LANE SURGERY,M85071,4
2020-11-01,KING STREET SURGERY,E81038,4
2020-11-01,ST. JOHNS MEDICAL CENTRE,C83048,4
2020-10-01,NORTHDOWN SURGERY,G82066,4
2020-10-01,ST. GEORGE'S MEDICAL CENTRE,D81021,4
2020-10-01,DICKENSON ROAD MEDICAL CENTRE,P84026,4
2020-12-01,CHAPELGREEN PRACTICE,C88010,4
2020-07-01,NORTHENDEN GROUP PRACTICE,P84012,4
2020-07-01,CAISTOR HEALTH CENTRE,C83613,4
2020-10-01,BRAILSFORD & HULLAND MEDICAL PRACTICE,C81075,4
2020-11-01,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,A81030,4
2020-11-01,CHURCH AVENUE MEDICAL GROUP,B82059,4
2021-02-01,DENTON VILLAGE SURGERY,K83068,4
2020-07-01,DR KHALID & PARTNERS,K83059,4
2020-07-01,HASSENGATE MEDICAL CENTRE,F81153,4
2020-10-01,ALFRED SQUIRE ROAD SURGERY,M92002,4
2020-10-01,THE MANSELL ROAD PRACTICE,E85129,4
2021-04-01,THE KILTEARN MEDICAL CTR.,N81047,4
2021-04-01,BARCROFT MEDICAL CENTRE,J83005,4
2021-04-01,THE PINN MEDICAL CENTRE,E84024,4
2021-01-01,BROOKLANDS MEDICAL PRACTICE,P84061,4
2021-04-01,SEDBERGH MEDICAL PRACTICE,A82608,4
2021-04-01,YORKLEIGH SURGERY(CT),L84022,4
2020-09-01,THE MULLION & CONSTANTINE GROUP PRACTICE,L82056,4
2020-09-01,KENTON BRIDGE MEDICAL CENTRE - DR RAJA,E84663,4
2020-09-01,CLIFTON MEDICAL CENTRE,C87017,4
2020-09-01,LINCOLN HOUSE SURGERY,E82009,4
2020-09-01,SWINESHEAD SURGERY,C83015,4
2020-09-01,SUNBURY GROUP PRACTICE,H81003,4
2020-12-01,FARNHAM MEDICAL CTR.,A88002,4
2020-12-01,ST. AGNES SURGERY,L82054,4
2021-02-01,STAFFA HEALTH,C81029,4
2021-02-01,LAMBERT MEDICAL CENTRE,B82042,4
2021-02-01,ST GEORGES MED PRACTICE,C84086,4
2021-02-01,COLLINGTON SURGERY,G81077,4
2021-01-01,THE KIRTON LINDSEY AND SCOTTER SURGERY,B81099,4
2021-01-01,THE GROVE MEDICAL CENTRE,E82117,4
2021-01-01,MALTINGS SURGERY,E82031,4
2021-01-01,MOUNTWOOD SURGERY,E86001,4
2021-01-01,EARLSFIELD SURGERY,H85041,4
2021-01-01,OLD SWAN HEALTH CENTRE,N82074,4
2020-08-01,CROWN HEIGHTS MEDICAL CENTRE,J82144,4
2020-08-01,TOWER HOUSE SURGERY,K82010,4
2020-08-01,MEOPHAM MEDICAL CENTRE,G82073,4
2020-08-01,LONDON ROAD MEDICAL CENTRE,G82231,4
2020-08-01,ROMAN ROAD HEALTH CENTRE,P81709,4
2020-08-01,HOLMSIDE MEDICAL GROUP,A86021,4
2021-02-01,BELMONT MEDICAL CENTRE,E86009,4
2021-01-01,MILBORNE PORT SURGERY,L85031,4
2021-01-01,CHILTERN HOUSE MED CENTRE,K82020,4
2021-01-01,GREAT WITLEY SURGERY,M81033,4
2021-03-01,SUN LANE,G82018,4
2021-03-01,THE SINGH MEDICAL PRACTICE,P84065,4
2021-03-01,KINGS CORNER SURGERY,K81010,4
2020-11-01,LEPTON AND KIRKHEATON SURGERIES,B85031,4
2020-11-01,GLADSTONE MEDICAL CENTRE,E84036,4
2020-10-01,ASH GROVE,B87021,4
2020-10-01,BENNETTS END SURGERY,E82032,4
2020-10-01,KINGSWOOD SURGERY,G82016,4
